CustomerID,Age,Gender,Income,ProductsViewed,CartItems,TimeOnSite,PreviousPurchases,DiscountUsed,Membership,FavoriteCategory,Purchased,AmountSpent
418,52,Female,84309,13,0,3,14,1,Silver,Sports,0,0
419,23,Female,49984,6,0,47,6,29,Silver,Books,0,0
420,54,Female,138947,44,3,38,26,29,Silver,Home,1,11557
421,22,Female,93822,9,2,17,5,11,Silver,Books,0,0
422,50,Female,25901,45,9,12,0,9,Platinum,Sports,1,7336
423,31,Female,51552,36,1,54,14,10,Silver,Fashion,1,4862
424,29,Male,111245,43,2,52,22,14,Gold,Electronics,1,9149
425,59,Female,51055,20,0,24,25,15,Silver,Home,1,5792
426,37,Male,57685,18,0,29,6,16,Platinum,Home,0,0
427,41,Male,93965,43,5,43,28,25,Silver,Books,1,11458
428,60,Female,34716,21,4,25,29,1,Silver,Home,1,8538
429,51,Male,134099,4,7,36,24,11,Platinum,Sports,1,13863
430,42,Female,31138,33,1,58,16,25,Platinum,Sports,1,4345
431,46,Male,55298,27,3,26,1,22,Gold,Books,1,4461
432,56,Female,71112,7,7,38,26,17,Silver,Sports,1,11644
433,48,Male,43429,6,5,1,8,31,Silver,Fashion,1,6437
434,64,Female,70200,15,0,20,28,37,Gold,Books,1,7008
435,60,Female,91308,18,3,55,8,2,Platinum,Fashion,1,6952
436,40,Female,68244,32,0,28,12,37,Gold,Electronics,1,4529
437,61,Female,137217,11,1,16,5,2,Gold,Fashion,0,0
438,55,Female,134055,20,4,47,5,29,Silver,Electronics,1,8912
439,37,Male,121268,24,7,17,19,0,Gold,Electronics,1,12600
440,40,Male,125441,15,7,40,19,29,Silver,Fashion,1,12767
441,62,Male,37347,48,2,28,20,31,Silver,Books,1,5893
442,33,Female,36920,7,3,58,2,27,Silver,Sports,1,3876
443,59,Male,51822,21,9,12,16,20,Gold,Sports,1,10772
444,25,Female,66659,42,5,27,16,12,Silver,Electronics,1,8566
445,38,Female,60108,26,9,54,11,26,Silver,Electronics,1,10354
446,18,Male,148955,44,2,53,15,35,Gold,Books,1,9608
447,25,Male,109099,14,1,42,14,6,Silver,Home,1,7163
448,46,Female,27967,37,5,59,12,21,Gold,Fashion,1,6418
449,49,Male,130719,21,4,47,22,9,Silver,Electronics,1,11328
450,55,Female,31871,18,9,30,0,38,Silver,Sports,1,7574
451,22,Female,114299,5,4,41,16,14,Gold,Books,1,9771
452,64,Female,97452,3,9,34,2,14,Silver,Fashion,1,10498
453,39,Female,94270,23,4,37,25,3,Silver,Books,1,10320
454,64,Female,53613,26,9,6,14,31,Silver,Fashion,1,10544
455,51,Male,48179,37,4,7,3,22,Silver,Fashion,1,5177
456,18,Male,140465,24,2,32,3,5,Platinum,Electronics,1,7468
457,43,Female,72188,49,6,32,17,23,Silver,Books,1,9637
458,60,Female,75099,19,5,53,16,19,Gold,Books,1,8903
459,27,Male,55262,25,3,25,18,36,Silver,Sports,1,7010
460,47,Male,98213,21,1,33,10,19,Gold,Sports,1,6128
461,35,Female,137407,12,8,55,19,11,Gold,Electronics,1,13946
462,34,Male,38268,41,0,58,2,32,Gold,Electronics,1,1830
463,43,Female,97866,33,3,7,7,27,Silver,Home,1,7064
464,25,Male,106269,4,0,52,13,7,Silver,Sports,0,0
465,64,Female,80545,42,5,57,25,0,Silver,Fashion,1,10471
466,57,Male,123483,7,3,12,0,36,Platinum,Books,1,7039
467,29,Female,112822,22,4,16,13,21,Gold,Electronics,1,9262
468,44,Male,92146,33,4,16,1,5,Platinum,Books,1,6635
469,25,Male,91966,17,8,43,28,20,Silver,Books,1,13478
470,42,Female,59922,24,0,53,22,31,Gold,Home,1,5696
471,63,Male,99364,34,1,36,3,34,Platinum,Sports,1,5124
472,21,Female,62913,28,5,13,23,14,Silver,Electronics,1,9466
473,50,Male,117033,43,4,7,26,4,Silver,Books,1,11381
474,18,Female,124792,41,6,36,28,5,Gold,Electronics,1,13391
475,36,Male,139425,39,2,47,18,24,Gold,Fashion,1,9677
476,48,Female,75677,22,2,51,5,39,Gold,Home,1,5177
477,33,Male,122154,49,9,9,24,28,Silver,Fashion,1,14786
478,31,Female,69841,17,1,32,0,6,Gold,Electronics,0,0
479,22,Male,66332,34,2,11,16,39,Silver,Electronics,1,6453
480,58,Female,112062,6,9,8,7,12,Silver,Sports,1,11832
481,43,Female,139863,46,0,33,18,37,Silver,Books,1,8294
482,45,Female,115694,6,4,23,20,17,Gold,Books,1,10427
483,19,Male,45032,34,4,25,0,1,Gold,Fashion,1,4601
484,23,Female,57846,1,6,56,4,7,Gold,Home,1,7113
485,26,Male,79474,10,3,8,26,10,Silver,Books,1,9178
486,50,Female,64936,21,2,45,15,32,Platinum,Sports,1,6247
487,58,Male,49794,5,0,22,5,37,Silver,Fashion,0,0
488,42,Female,81588,2,7,59,7,26,Gold,Fashion,1,9213
489,30,Male,90984,22,2,4,12,19,Silver,Sports,1,6839
490,26,Male,70331,48,1,40,15,11,Silver,Home,1,5763
491,30,Female,114397,2,3,3,29,30,Silver,Sports,1,11025
492,48,Male,48141,10,2,29,2,26,Silver,Home,1,3625
493,58,Male,29074,34,0,41,18,31,Gold,Sports,1,3862
494,28,Female,26406,16,2,29,11,9,Gold,Sports,1,4106
495,21,Male,117359,48,1,34,15,2,Silver,Electronics,1,7644
496,51,Male,143279,39,7,34,26,26,Platinum,Fashion,1,14531
497,55,Male,43291,22,5,28,10,34,Silver,Sports,1,6731
498,63,Female,61568,12,8,13,9,30,Gold,Sports,1,9412
499,21,Male,117539,24,7,15,24,14,Platinum,Books,1,13201
500,55,Female,66851,47,9,23,19,15,Gold,Fashion,1,11824
